id,conversation_id,created_at,date,time,timezone,user_id,username,place,tweet,replies_count,retweets_count,likes_count,hashtags,near,geo,retweet_date
1186019222964424704,1186010705096429568,1571603992000,2019-10-20,16:39:52,EST,23070045,ngdale,,I could not vote Liberal as long as Trudeau leads and that is because of his foolish and absurd stance on TMX —as a climate change countermeasure—and his disgraceful handling of Jody and the SNC Lavelin affair.,0,0,1,[],British Columbia,,
1185931360499716096,1185922999024832512,1571583044000,2019-10-20,10:50:44,EST,23070045,ngdale,,"So pathetic that while Trudeau burns up his popularity and credibility to service the oil patch, Albertansncontinue to hate and oppose him—behaviour typical of addicts.",0,0,1,[],British Columbia,,
1185640635669213184,1185640635669213184,1571513730000,2019-10-19,15:35:30,EST,15461936,aaronekman,,It’s so funny watching Liberals struggle to rationalize a new generation of voters who reject their lies and corruption.  https://twitter.com/spaikin/status/1185019124520497154 …,0,0,1,[],British Columbia,,
1185622784040259584,1185622784040259584,1571509474000,2019-10-19,14:24:34,EST,15461936,aaronekman,,"Looks like no one was buying the Liberal campaign literature. 

#elxn43 https://twitter.com/marshalederman/status/1185574420426809347 …",0,0,2,['#elxn43'],British Columbia,,
1185596323208163329,1185596323208163329,1571503165000,2019-10-19,12:39:25,EST,354423988,pgjpm,,Will this be Justin Trudeau’s next Halloween costume?  pic.twitter.com/P1rmGjdTiu,0,0,0,[],British Columbia,,
1185394664796327936,1185394664796327936,1571455086000,2019-10-18,23:18:06,EST,354423988,pgjpm,,She usually hangs out in Trudeau’s back pocket  https://twitter.com/JohnGormleyShow/status/1185236828904972289 …,0,0,0,[],British Columbia,,
1185323343081177088,1185234397752102912,1571438081000,2019-10-18,18:34:41,EST,1522755572,megawedgy,,Reminds me of Justin Trudeau and his crocodile tears and multitude of selfies ...any politician is in it for exactly this reason. Someone pumped them up,0,2,8,[],British Columbia,,
1185222034873147392,1185222034873147392,1571413928000,2019-10-18,11:52:08,EST,1250371435,stuartlosaltos,,Great to see a @liberal_party-@CPC_HQ cross-partisan consensus to sell Canadians the same pack of lies about how parliament works & how governments are formed. Great to see our major parties coming together to do something important like spreading ignorance of our system of govt.,1,1,4,[],British Columbia,,
1185220341548797955,1184774299774869504,1571413524000,2019-10-18,11:45:24,EST,1250371435,stuartlosaltos,,"So many Liberal supporters on social media are pretending to believe that John Horgan isn't premier of BC, David Peterson wasn't premier of Ontario, etc. that I have to assume you are feigning ignorance for political gain. It's shameful what you are doing.",1,0,0,[],British Columbia,,
1185214037488848896,1184774299774869504,1571412021000,2019-10-18,11:20:21,EST,1250371435,stuartlosaltos,,But I am not Elizabeth May or Jagmeet Singh and you are not Justin Trudeau.,1,0,0,[],British Columbia,,
